Date,Title,Description
2022-03-31T19:27:00Z,Why high-yield ETF outflows made this Jefferies strategist 'a little nervous',Happy Thursday! Investors have been focused on the recession signal sent by the U.S. bond market this week as the Federal Reserve aims to fight high inflation through interest rate hikes this year.
2022-04-01T11:17:00Z,Why Anyone Can Look Like a Stock Market Genius -- and How to Actually Be One,A look at how recency bias can affect your investment decisions.
2022-04-01T20:22:00Z,Why Morningstar Is Downgrading Cathie Wood's ARK Innovation ETF To Negative,"ARK Innovation ETF (NYSE: ARKK) shares ended Friday's session higher, despite being downgraded by Morningstar on risk management concerns.
Morningstar analyst Robby Greengold cut his rating on Cathie Wood's flagship fund from Neutral to Negative. 
ARK ""shows few signs of improving its risk management or ability to successfully navigate the challenging territory it explores,"" Greengold said.
What To Know: The Morningstar analyst highlighted the outsized declines the ARK Innovation ETF has seen since its impressive surge in 2020. He noted ...Full story available on Benzinga.com"
2022-04-02T04:33:44Z,Weekly Indicators: Long Leading Forecast Deteriorates Further As Yield Curve Inverts,The yield curve inverted and the stocks turned negative. Click here to read the latest edition of the Weekly Indicators.
2022-04-02T05:59:33Z,The Week On Wall Street - Indecision,The investment scene morphed into a very complex situation and the global economy is showing some weakness. Click here to read the latest edition of the Week on Wall Street.
2022-04-02T08:53:51Z,Tech And Growth Stocks: Positioning Your Portfolios For Q2 2022,We believe the secular themes undergirding tech and growth stocks will continue to play out in Q2. We discuss the key themes that investors should focus on. Click here to read more.
2022-04-02T11:05:00Z,"Down 86% From Its High, Is Now a Good Time to Buy Lemonade Stock?",Here's what investors can expect from the disruptive fintech stock this year.
2022-04-03T05:10:30Z,Last Week Was A Good Blow-Off From The Rally (Technically Speaking For The Week Of 3/28-4/1),"The employment report was very strong and price pressures are still an issue. Last week, the markets had a natural sell-off. Click here to read more."
2022-04-03T05:25:32Z,What Just Happened?,Stocks and bonds both lost 6% in the quarter ending 3/31/2022. Read more to see what's happened so far since the Fed began fighting inflation.
2022-04-03T12:00:00Z,Sentiment Speaks: What If They Held A Recession And No One Showed Up? - Part II,"Clearly, I'm a big believer in market sentiment as a primary driver for market direction."
2022-04-04T16:30:06Z,"Why This Investor Is Betting Against Donald Trump, Cathie Wood And Elon Musk Right Now","Just a few days into April, a popular investor known for sharing his short ideas has already taken on Donald Trump, Cathie Wood and now Elon Musk with short bets and callouts.
What Happened: Seabreeze Partners Manager and Real Money Pro Contributor Doug Kass announced Monday morning he's shorting Twitter Inc (NYSE: TWTR), after shares ran up on news.
It was revealed Monday Tesla Inc (NASDAQ: TSLA) CEO Elon Musk took a 9.2% stake in Twitter, leading to shares jumping over 25% according to Benzinga Pro.
“I already have an investment short in $DWAC, now I have a trading short rental in $TWTR (about $49.50) after the Musk announcement,” Kass tweeted.
Kass has been vocal recently about Digital World Acquisition Corp (NASDAQ: DWAC), the SPAC taking Donald Trump’s Trump Media & Technology Group public.
“Digital World Acquisition is not so worldly. The ‘brains’ – and chiefs of technology and product development – behind President Trump’s Truth Social’s technology and launch (Josh Adams and Bill Boozer) have left the company.”
Kass said he remains short shares of ..."
2022-04-05T02:07:17Z,Cathie Wood Scoops Up $19.7M In This Automation Firm As Shares Crash,"Tesla Inc (NASDAQ: TSLA) bull Cathie Wood’s Ark Investment Management on Monday raised its exposure in the New York-based software automation company UiPath Inc (NYSE: PATH).
The popular investment firm scooped up 867,331 shares, estimated to be worth $19.7 million based on the latest closing price of UiPath, via the flagship Ark Innovation ETF (NYSE: ARKK) ETF.
Ark owns shares in the Bucharest, Romania-founded software company via all ..."
2022-04-06T19:05:00Z,Best & Worst Performing ETFs of Q1,"Commodities were the biggest winners, while Russia and ARK ETFs were the worst performers"
2022-04-06T19:24:00Z,Cathie Wood’s ARK Innovation ETF slides in stock-market selloff Wednesday,"Cathie Wood’s ARK Innovation ETF is taking another bruising in the U.S. stock market selloff Wednesday, with the technology sector being hard hit amid concern the Federal Reserve is turning more hawkish in battling soaring inflation."
2022-04-07T18:04:19Z,Why This HP Analyst Remains Skeptical Even After Warren Buffett's $4.2B Investment,"HP Inc (NYSE; HPQ) shares rallied Thursday after Warren Buffett's Berkshire Hathaway Inc. (NYSE: BRK-A) (NYSE: BRK-B) revealed a new 121-million-share stake in HP worth about $4.2 billion.
In a new filing, Berkshire said it now holds roughly an 11% ownership stake in HP, a major vote of confidence from one of the most famous and successful investors of all time.
Bull & Bear Case: On Thursday, Bank of America analyst Wamsi Mohan said Buffett is likely focused on HP's attractive valuation, free cash flow profile and strong capital return program. Yet Mohan said there are plenty of points to the HP bear case as well.
Related Link: If You Invested $1,000 In Airline Stocks When Buffett Sold, Here's How Much You'd Have Now 
Mohan ...Full story available on Benzinga.com"
2022-04-08T13:00:00Z,Billionaire Investor Howard Marks Says Globalization Is Declining: Our Top Picks,"While international trade increases economic efficiencies, COVID and geopolitical tensions have impacted globalization. We share our top stock picks for profiting from this change."
2022-04-09T04:20:00Z,Near Record Low In Jobless Claims,Claims came in at 166K which tied the number from two weeks ago (after revisions) for the second-lowest reading on record behind the week of 11/29/68. That week’s reading was only 4K lower.
2022-04-09T04:32:30Z,Weekly Indicators: Never Simply Project A Current Trend Forward,"There was bullish un-inversion in the yield curve this week, and long leading forecast resumes being weakly positive. Click here to read the latest edition of the Weekly Indicators."
2022-04-09T05:25:57Z,"The Week On Wall Street - Uh-Oh, The 'Canaries' Are Here",Market leadership is about to change in Q2 and it's time to review your holdings. Click here to read the latest edition of the Week on Wall Street.
2022-04-10T06:03:31Z,Confusion Reigns: Another Volatile Week,"What's Working this week are healthcare, consumer staples, and utilities. What's Not Working this week are transports, semis, and homebuilders."
2022-04-10T06:25:18Z,"Hawkish Fed, Tighter Liquidity, And Softer Breadth (Technically Speaking For The Week Of 4/4-4/8)",The Fed Minutes contained concerning notes on liquidity. Market breadth is soft.
2022-04-10T12:00:00Z,Sentiment Speaks: The Most Important News You Likely Missed Last Week,Market sentiment is the most important factor determining market direction. A market sentiment survey conducted last week showed a very surprising result.
2022-04-11T11:44:57Z,Bitcoin Factor: Why Cathie Wood Has Exited PayPal To Raise Stake In Jack Dorsey's Block,"Cathie Wood-led Ark Investment Management exited out of PayPal Holdings Inc (NASDAQ: PYPL) as it sold its last 100 shares on Feb. 17 this year. 
The investment firm is instead betting on the Jack Dorsey-led Block Inc (NYSE: SQ) and the company’s Cash App.
Speaking to CNBC at the Miami Bitcoin 2022 conference, Wood pointed to the organic growth of the Cash App and said while PayPal’s Venmo is accommodating Bitcoin (CRYPTO: BTC) as well, it is more of a “follower.”

“We ..."
2022-04-11T20:29:23Z,"Bitcoin Could be Worth $1,000,000 in 2030",Finance titan explains why she is all in on Bitcoin.
2022-04-12T04:54:33Z,Avoiding High Risk Stocks Has Worked Well Historically For Investors,Large gains from high-risk stocks are probably transitory. Check out why I think avoiding high risk & investing in lower-risk stocks provides solid performance.
2022-04-12T12:15:00Z,Cathie Wood Just Bought These Metaverse and Crypto Stocks. Should You?,"Cathie Wood recently initiated a position in a new metaverse company, while also doubling down on her favorite crypto play."
2022-04-12T15:20:05Z,Sentiment Speaks: The Absolute Stupidity About The Market,The inflation news seems to have pushed the market higher today. Was the news the real cause of this rally?
2022-04-13T11:35:00Z,"‘Private markets get it,’ but disruptive tech is beaten-up in the stock market, says ARK's Cathie Wood","When it comes to valuing disruptive innovation, private markets seem to understand the opportunity better than the stock market, according to Cathie Wood, founder and chief executive officer of ARK Investment Management."
2022-04-14T16:13:00Z,"Crypto, disruptive technologies and a chat with DoubleLine’s Jeffrey Sherman at the ETF event in Miami",ARK Investment Management founder Cathie Wood and Goldman Sachs Group’s Katie Koch each took to the stage in Miami this week to discuss investing in disruptive innovation.
2022-04-16T04:30:55Z,"Weekly Indicators: Yield Curve Steepens, But Mortgage Rates Make New Highs","Yield curve almost completely normalized, but at mortgage rates were high. Click here to read the latest edition of the Weekly Indicators."
2022-04-16T04:54:45Z,The Week On Wall Street - 'Hope' Is Not A Strategy,Inflation remains hot and sentiment stays cold. Click here to read the latest edition of the Week on Wall Street.
2022-04-16T10:00:00Z,"3 Stocks Cathie Wood Is Buying That Should Be on Your List, Too",Revenue growth is soaring -- and this could be just the beginning.
2022-04-16T13:15:00Z,"Meme stocks are back, and you should run, not walk, the other way",Stellar gains don't compensate investors for extraordinary volatility.
2022-04-16T14:45:00Z,3 Dirt-Cheap Stocks That Could Skyrocket,Take a closer look at these value stocks.
2022-04-18T01:30:43Z,"Why Cathie Wood Is 'Open-Sourcing' Ark's Projection Models For Tesla, Other Holdings With Big Potential","Tesla Inc (NASDAQ: TSLA) bull Cathie Wood said on Sunday her money managing firm Ark Investment Management plans to “open source” more models of companies with exponential growth opportunities in the coming months.
What Happened: The popular money manager on Friday bumped up its price target on Elon Musk-led Tesla, estimating that the stock will be worth $4,600 by 2026 and a valuation of $5 trillion.
The five-year forecast counts on Tesla’s recent promises to launch a dedicated robotaxi service.
“Ark Invest will ‘open source’ many more of our models, particularly those for companies whose ...Full story available on Benzinga.com"
2022-04-19T23:04:00Z,Cathie Wood's flagship ARK fund tumbles more than 60% from its 2021 peak,"Cathie Wood's ARK Innovation ETF is down more than 60% from its recent peak, but shares of the buzzy companies it invests in are down 70% on average, according to Bespoke Investment Group."
2022-04-20T10:42:00Z,20 high-volatility stocks you might want to avoid in a hair-trigger market,Most are disruptive innovators with share prices that are especially threatened as interest rates rise.
2022-04-21T03:59:10Z,Cathie Wood Sells $66M In Tesla Stock On Earnings Day,"Cathie Wood-led Ark Investment Management lowered exposure to Tesla Inc (NASDAQ: TSLA) on Wednesday when its stock fell in regular trading hours and piled up more shares in the cryptocurrency-linked fintech Coinbase Global Inc (NASDAQ: COIN) on the dip.
The popular money managing firm sold 67,884 shares, estimated to be worth $66.3 million, in the Elon Musk-led electric vehicle company.
Tesla stock closed 4.96% lower at $977.2 on Wednesday but rose 5.5% in extended trading after quarterly results. Shares of the company are down 18.6% year-to-date.
St. Petersburg, Florida-based Ark Invest owns shares in Tesla through three of its six actively traded exchange ..."
2022-04-21T12:53:00Z,"2 Growth Stocks With Monster Upside of at Least 215%, According to Cathie Wood",This popular fund manager is still bullish on these innovative businesses.
2022-04-22T01:42:45Z,Cathie Wood Trims Tesla Stake By $94M And Buys More Shares Of This Chinese EV Stock,"Cathie Wood-led Ark Investment Management booked more profit in Tesla Inc (NASDAQ: TSLA) on Thursday after the electric vehicle maker's stock surged on a record quarterly profit and strong production outlook. 
The popular money managing firm sold 93,160 shares, estimated to be worth $93.97 million, in the Elon Musk-led company.
See Also: How To Buy Tesla (TSLA) Stock
Tesla shares closed 3.2% higher at $1,008.78 on Thursday. Shares of the company are down about 16% year-to-date.
St. Petersburg, Florida-based Ark Invest owns shares in Tesla through three of its six actively traded exchange funds: Ark Innovation ETF (NYSE:"
2022-04-22T13:10:00Z,3 Disruptors I Love Right Now,These stocks allow investors to bet on transformation at a considerable discount.
2022-04-22T13:13:00Z,"Stocks have weathered surging bond yields but can't take too much more, this Morgan Stanley strategist warns",Stocks have been largely steady through the surge in inflation-adjusted bond yields. That might not last.
2022-04-23T04:11:56Z,The Week On Wall Street - A Market With No Conviction,"Earnings are doing just fine, and so far the forward guidance is not as dire as some predicted. Click here to read the latest edition of the Week on Wall Street."
2022-04-23T18:24:00Z,Cathie Wood’s flagship fund is down 45% this year. Money is still flowing in.,"Cathie Wood’s ARK Innovation exchange-traded fund keeps falling, but investors aren’t jumping ship."
2022-04-24T04:58:31Z,Next Week Is Not Looking Too Good (Technically Speaking For The Week Of 4/18-4/22),Commercial paper yields are increasing. The Beige Book was mostly positive. The charts are setting up for move lower next week.
2022-04-25T05:19:17Z,ARKK: Time For A Risk Reversal,ARK Innovation ETF is down more than -44% this year on higher risk-free yields. See why we feel risk reversal is appropriate for long-term exposure to ARKK.
2022-04-26T02:34:57Z,Cathie Wood Trims Tesla Stake By Another $8.2M Amid Elon Musk's Twitter Takeover,"Tesla Inc (NASDAQ: TSLA) bull Cathie Wood-led Ark Investment Management sold some more shares in the Elon Musk-led company on a day the billionaire entrepreneur clinched a $44 billion deal to buy microblogging site Twitter Inc (NYSE: TWTR).
The popular money managing firm sold 8,295 Tesla shares, estimated to be worth $8.28 million, based on Monday's closing price.
Tesla shares closed 0.7% lower at $998.02 on Monday. Shares of the company are down about 16.8% year-to-date.
See Also:"
2022-04-26T05:20:00Z,On The Way To The Bottom? - Weekly Blog # 730,"NASDAQ followers can start to believe the market bottom is in range. This view is backed up by the transaction levels on NYSE and NASDAQ, plus the new lows for the week ended April 22, 2022."
2022-04-27T10:20:06Z,Should You Invest in the Technology Select Sector SPDR ETF (XLK)?,Sector ETF report for XLK
2022-04-27T10:23:30Z,Cathie Wood Sits Out Tuesday's Dip In Tesla As Stock Loses $126B In Value Amid Musk's Twitter Deal,"Popular stock picker Cathie Wood's Ark Investment Management on Tuesday stayed away from buying or selling any shares in Tesla Inc (NASDAQ: TSLA) on the dip, daily trade data from the money managing firm showed. 
Tesla shares plunged lower on Tuesday and reportedly lost $126 billion in value amid investor concerns that CEO Elon Musk may have to sell shares to fund his $44 billion buyout of Twitter Inc (NYSE: TWTR).  
Tesla shares were ..."
2022-04-27T11:30:00Z,Sentiment Speaks: Are We Ready For A Bear Market?,The market was unable to hold support on the pullback from the 4637SPX high. This has opened the door to test the 4000SPX region.
2022-04-27T11:35:00Z,"Why You Should Consider Tech Growth Stocks, Even in This Turbulent Market",Their long-term potential is not well reflected by the recent price action.
2022-04-28T16:56:37Z,"10 Top Penny Stocks Cathie Wood ARK Invest Owns, Time To Buy?","Are these Cathie Wood penny stocks a buy right now?
The post 10 Top Penny Stocks Cathie Wood ARK Invest Owns, Time To Buy? appeared first on Penny Stocks to Buy, Picks, News and Information | PennyStocks.com."
2022-04-28T20:40:00Z,"Elon Musk wants to make Twitter ‘maximum fun’. Here’s what Cathie Wood, Anthony Scaramucci and Sam Bankman-Fried are saying",A weekly look at the most important moves and news in crypto and what's on the horizon in digital assets.
2022-04-29T01:30:15Z,Cathie Wood Sells $8.8M More Of Tesla Stock On The Dip Amid Elon Musk's Twitter Deal Funding Concerns,"Cathie Wood-led Ark Investment Management on Thursday sold more shares in Tesla Inc (NASDAQ: TSLA), which continued to fall amid investor concerns over how CEO Elon Musk would fund the $44 billion takeover of Twitter Inc (NYSE: TWTR).
The popular money managing firm sold 10,035 shares, estimated to be worth $8.8 million, in the Musk-led company on Thursday.
Tesla shares, which have plunged 20% in the past month, closed 0.45% lower at $877.5 on Thursday. Shares of the company are down about 27% ..."
2022-04-29T13:00:00Z,Legendary Investor Repeats Warning Of 'Mother Of All Crashes': Why We Aren't Worried,Here we share our top picks for profiting from another market crash while still remaining posed to profit even if a crash does not come.
2022-04-29T13:56:19Z,Why Cathie Wood's Ark Innovation ETF Is Plummeting This Week and Could Fall Further,Cathie Wood's premier fund is now down roughly 48% year to date.
2022-04-30T04:15:00Z,Week Ahead - Unfashionably Late,A blockbuster week in store in financial markets and one that begins with bank holidays across various countries.
2022-04-30T11:29:00Z,Weekend reads: How companies and consumers fight inflation and handle shrinkflation,"Also, Warren Buffett's big weekend,  bitcoin in retirement accounts, lessons learned from the cannabis stock crash and movement in the housing market."
2022-05-01T04:39:56Z,"Weekly S&P 500 ChartStorm - May 1, 2022",April showered the bears with delight as most asset classes endured steep drops. Inflation takes a bit out of yearly returns in both the stock and Treasury markets.
2022-05-02T05:30:00Z,Bust,"The S&P 500 now sits down 14% from its high. So far it has been an average drawdown. An average bear market sees a move lower of 34%, so we are one-third of the way to a typical bear market."
2022-05-02T09:16:22Z,Investing During Stagflation 101,This article provides data and examples for how (and why) various assets typically perform during stagflationary environments. Bonds and growth stocks tend to have the most trouble.
2022-05-03T00:56:18Z,Cathie Wood Sells Another $6.4M In Tesla — Adds To Stake In These 2 Stocks,"Cathie Wood-led Ark Investment Management booked more profit in Tesla Inc (NASDAQ: TSLA) on Monday as shares in the electric vehicle firm rose, and increased exposure to zero-commission trading app maker Robinhood Markets Inc (NASDAQ: HOOD).
St. Petersburg, Florida-based Ark Invest sold 7,146 Tesla shares, estimated to be worth $6.45 million.
Tesla shares closed 3.7% higher at $902.94 a share on Monday after days of sluggishness. The stock is down 24.7% year-to-date.
The popular stock-picking firm owns shares in Tesla through three of its six actively traded exchange funds: Ark Innovation ETF (NYSE: ARKK), Ark Autonomous Technology & Robotics ..."
2022-05-03T05:27:37Z,Three Market Predictions For May,April saw the worst monthly performance for the NASDAQ since November of 2008 when the country was in the depths of the financial crisis. What will the month of May bring for investors?
2022-05-03T10:20:06Z,Should You Invest in the Vanguard Information Technology ETF (VGT)?,Sector ETF report for VGT
2022-05-03T12:15:00Z,"The More It Drops, The More I Buy","Right now, everything seems to be dropping. I discuss what I'm buying more they drop - S&P 500, tech stocks, REITs, etc. Click here to learn more."
2022-05-04T11:00:00Z,"These stocks soared during the pandemic, and then crashed. Ten are now expected to double in price.",The group rose at least 300% in the pandemic before crashing 70% or more.
2022-05-06T04:58:52Z,The 'Cinco De Mayo Crash' Of 2022 - Reasons To Look Up,Stocks faced a deep selloff coming to terms with the fallout from the May FOMC and macro headwinds. We see room to take a bullish position.
2022-05-07T11:15:00Z,3 Reasons Why Cathie Wood Is an Excellent Stock Picker but Warren Buffett Is a Better Investor,"The two famous investors are wildly different, but they each have lessons to teach."
2022-05-07T12:00:00Z,Pain Purifies: Markets At Point Of No Return,Investors have nowhere to hide due to the market volatility. Read more on what you can do to protect portfolios during these uncertain times.
2022-05-07T12:15:00Z,Here's a Fast-Growing Stock Down 70% You Can Buy Today,Market sell-offs can create long-term investment opportunities.
2022-05-07T14:06:00Z,8 ways to protect your money if you think stocks are headed even lower,"If you are seeing red in the stock market and are eager for a change in tactics, these funds may help."
2022-05-08T06:30:14Z,Weekly S&P 500 ChartStorm - 8 May 2022,A very brief post-Fed meeting bounce only emboldened the bears as volatility persists. The 2022 bond bloodbath continues as economic data suggests threats to growth.
2022-05-08T10:05:00Z,3 Bargain Stocks Cathie Wood Loves,Investors can take advantage of the tech sell-off by purchasing these three growth stocks at a discount.
2022-05-08T11:50:00Z,"Sentiment Speaks: Don't Even Think About New All-Time Highs, This Market Is Done","We began to prepare for the current pullback at the end of 2021. The current environment has turned bearish, where even former bulls are now bearish."
2022-05-08T12:00:00Z,Nasdaq Bear Market: 3 Beaten-Down Growth Stocks You'll Regret Not Buying on the Dip,"PagerDuty, Nvidia, and PayPal are quality tech businesses that won't stay in the bargain bin forever."
2022-05-08T12:30:53Z,Teladoc Health: Following Cathie Wood For Once,Teladoc Health has been beaten down to pre-covid lows while Cathie Wood and Ark Invest are still very bullish on the long-term story. Read more on TDOC here.
2022-05-08T14:02:00Z,3 Proven Ways to Double Your Money,Control what you can to see your money double over time.
2022-05-09T03:40:00Z,"Despite Friday's Swoon, We're At A Bottom; Buy These Beaten Down Big Cap Tech Stocks",Last week's spike and crash has been misinterpreted. I make a case for the market fully discounting the interest rate adjustment. I am going to get more aggressive and buy fuller positions.
2022-05-09T05:15:00Z,Party Over?,"We are still in negative gamma, and that works both ways - big moves up and down. The options market is pointing to strong support at 4050-4000 on the S&P 500. We closed at 4123 on Friday."
2022-05-09T10:22:37Z,Inflation Or Recession,"The Fed is trying to tame inflation without causing a recession. Historically, tightening monetary policy into a period of economic deceleration doesn't go over well. Read more."
2022-05-10T13:48:00Z,Cathie Wood wades into GM as Ark Invest trims Tesla stake further,"Cathie Wood's Ark Invest has made its first investment in General Motors, according to disclosures made by the company."
2022-05-11T05:29:47Z,S&P 500: The Liquidity Shock Of 2022 - It's A Buying Opportunity,The market depth has been reduced - that's the liquidity shock. Forced selling during the liquidity shock creates a buying opportunity in S&P 500. Read more on US market outlook.
2022-05-12T04:58:00Z,Recession Looming?,"If we do have a recession sometime in the next twelve months, it doesn’t appear as though an unknown asset bubble is about to pop."
2022-05-12T11:13:00Z,"As Ark's flagship fund plunges 76% from its peak, Cathie Wood still views her stocks as residing in 'deep value territory'","The wheels have really come off the wagon of the stock market, but ARK Invest's Cathie Wood still sees deep value in beaten-down names."
2022-05-12T13:30:00Z,Why Stocks Are Getting Crushed,Countless stocks are getting crushed on the back of earnings. Read more about what investors can do to navigate this market volatility here.
2022-05-12T20:19:35Z,Why Cathie Wood's Flagship ETF Slumped This Week,The highly prominent investor's ETFs are suffering in the tech sell-off.
2022-05-12T20:29:14Z,"If You Invested $1,000 In The Coinbase IPO, Here's How Much You'd Have Now","Cryptocurrency platform Coinbase Global Inc (NASDAQ: COIN) had one of the biggest public listings of all time when it went public via direct listing in April 2021. Here’s a look back at how shares have done since the Coinbase IPO.
What Happened: Coinbase went public on April 14, 2021. The company chose a direct listing and went public at a time when it saw massive growth and the cryptocurrency market was booming.
Many analysts believed in a long-term success story for Coinbase. CNBC host Jim Cramer famously said he liked Coinbase to $475 in a tweet on the day of the company’s debut.
Ark Funds CEO Cathie Wood is a bull on the cryptocurrency platform and has been actively adding shares to several of the company’s ETFs. Coinbase is the 10th-largest holding at ..."
2022-05-13T18:02:48Z,QQQ: Turning Bullish After 30% Tank In Early 2022,Today's risk/reward setup owning QQQ has returned back to a more normal range for long-term investors. Click here to learn more about QQQ here.
2022-05-14T04:00:00Z,Week Ahead - Wall Street Whipsawed,It was a tremendous week of market volatility for every asset class on Wall Street. It is still all about inflation and what will be the reaction from central banks.
2022-05-14T06:32:25Z,Still Believe In Disruption? ARKK Vs. XOUT,"You are familiar with ARK's active flagship product the ARK Innovation ETF. But given the ETF's recent performance woes, I propose XOUT as an alternative way of capturing disruption."
2022-05-14T10:39:00Z,"How a bitcoin market ‘in extreme fear’ compares with the past, and what to expect next","A 'bloodbath' week may herald the beginning of another crypto winter, some industry participants said."
2022-05-14T13:04:00Z,‘Managed futures are like pigs in mud’: This ETF manager is replicating hedge-fund strategies to pull off big gains as stocks and bonds drop this year,"Turbulent markets are punishing portfolios, but one small corner of the exchange-traded fund industry appears to be faring relatively well amid investor anxiety over rising rates and high inflation."
2022-05-15T04:55:25Z,Weekly S&P 500 ChartStorm - 15 May 2022,The air is being let out of leveraged speculation as tech stocks continue to crack. Is there hope for a rebound (or dead cat bounce) following a more than 15% SPX fall?
2022-05-16T09:57:46Z,Sea Limited: Cathie Wood Now Bailing,"Three active ETFs (ARKW, ARKF and ARKK) sold nearly a million shares of Sea Limited last week. Check out why Sea could see a little more volatility this week."
2022-05-16T10:20:00Z,Bear of the Day: Coinbase Global (COIN),"Before Bitcoin plummeted to $25,000 COIN was building a big quarterly loss on lower trading, higher costs"
2022-05-16T11:50:00Z,The Biggest Crash In History Is Coming? Kiyosaki Says So.,"The biggest crash in world history is coming, and it will be due to the most powerful financial force in the financial markets – mean reversions."
2022-05-16T20:20:33Z,Cathie Wood Remains Bullish On These 2 Video Game Stocks: Here's Why,"Noted investor and ETF head Cathie Wood doesn’t shy away from standing behind her picks and sharing her long-term thesis on why the stocks were good bets for the long-term.
Two video game-related stocks were recently defended by Wood, despite large year-to-date declines. Here are the two stocks and why Wood was bullish.
Unity Software: Software platform company Unity Software Inc (NYSE: U) saw shares trade down 38% on Wednesday after reporting first-quarter financial results.
Wood pointed to the company noting its Audience PinPointer tool having faulty data that impacted the Operate segment for Unity.
“Aside from that bad news, management noted that Unity’s Create segment’s revenue grew 65% year-over-year thanks to surging demand for its real-time 3D rendering tools,” Wood said.
The company reduced full-year guidance during the quarterly report, but Wood remained a long-term believer.
“We maintain high ..."
2022-05-17T21:30:00Z,Is The Bottom In Or Is It Just Another Dead Cat Bounce?,The market is priced for the worst-case scenario as bears continue to control the narrative but was last week's capitulation from retailer traders enough to conclude the 2022 correction.
2022-05-18T16:57:27Z,Bombshell 13F Filing: Michael Burry Is Short Apple Stock,Michael Burry (of the Big Short fame) has shorted Apple via put options. Read more about Burry's move and what this could mean for AAPL stock.
2022-05-18T19:45:00Z,Crypto and Blockchain Get a Gut Check on Risk and Stability,Risk management is not a science and still fully subject to the whims of human emotion and the madness of crowds.
2022-05-19T06:20:32Z,Market Adjustments Are Being Made: II,"Global fund managers are accumulating lots and lots of cash, bringing totals up to levels not seen since the 9/11 attacks on the U.S."
2022-05-19T11:12:55Z,Tesla Bull Cathie Wood Scoops Up $11.5M In Bill Gates-Backed Biotech's Stock,"Ark Investment Management, led by Tesla Inc. (NASDAQ: TSLA) bull Cathie Wood, on Wednesday scooped up 4.75 million shares estimated to be worth $11.5 million in Ginkgo Bioworks Holdings Inc (NYSE: DNA) on the day the synthetic biology company slumped lower.
Ginkgo Bioworks closed 11.3% lower at $2.43 on Wednesday and is down 72% year-to-date.
Ark Invest has been piling up shares in the Boston, Massachusetts-based ..."
2022-05-19T14:41:00Z,Cathie Wood has a simple response to Tesla getting booted out of an S&P 500 ESG index: ‘Ridiculous’,Ark Investment founder Cathie Wood isn’t pleased about EV-maker Tesla Inc. being excluded from the S&P 500 ESG Index.
2022-05-20T04:10:00Z,Continuing Claims Keep Falling,"Continuing claims are down to 1.317 million. Combined with the uptick in the initial claims number, claims data points to moderating readings on the number of people filing for unemployment."
2022-05-20T14:35:12Z,Roku: The Path Back Up To $500 Just Started,Roku has experienced one of the most spectacular declines during the tech meltdown. Recently hit about an 85% decline from its top. See more on ROKU stock here.
2022-05-21T04:20:00Z,Sentiment Little Changed - Still Bearish,"In the weekly AAII sentiment survey, around a quarter of respondents remain bullish. Bearish sentiment ticked higher and back above 50% this week, an overwhelmingly pessimistic reading."
2022-05-21T11:15:00Z,Are Cathie Wood's ETFs at a Tipping Point?,What comes next for growth stocks and one of the world's most famous investors?
2022-05-21T12:01:00Z,Preserving Principal Is Key: Markets Perched On Precipice Of Pain,"Key developments are impacting markets, including inflation, a Fed flip from dovish to hawkish, and supply chain issues. But is there light at the end of the tunnel? Read more to find out."
2022-05-23T04:14:26Z,Post-LIBOR Short-Term Debt Markets - Government Overreach,The newly government-created post-LIBOR short-term private debt market created an implied government guarantee of short-term corporate debt.
2022-05-23T17:05:15Z,Tesla: Cathie Wood Conviction Fading,Tesla (TSLA) has lost the first and second spot in the flagship ARKK ETF. Read this article to know how this impacts TSLA stock.
2022-05-24T02:31:21Z,Cathie Wood Scoops Up $10M In Tesla As Stock Crashes 32% In A Month,"Cathie Wood-led Ark Invest scooped up 15,858 shares, estimated to be worth $10.7 million, in Tesla Inc (NASDAQ: TSLA) amid the stock's recent fall in the backdrop of production issues in China and CEO Elon Musk's impending takeover of Twitter Inc (NYSE: TWTR).
Tesla shares closed 1.6% lower at $674.9 on Monday and have declined over 32% over a month and over 40% since April 4, when Musk revealed a significant stake in Twitter.
This is Ark Invest’s first purchase of Tesla stock since late February and after months of profit-booking before the EV maker ..."
2022-05-24T11:35:00Z,Missed Out on Tesla? Cathie Wood Has a New Top Growth Stock,Tesla no longer ranks as the largest position in Ark's flagship portfolio.
2022-05-24T11:42:43Z,"Tesla Bull Cathie Wood Says Bet Against 'Disruptive Innovation' Will Prove Ill-informed, Ill-timed","Popular stock picker Cathie Wood, who runs Ark Investment Management, said on Monday the current bet against disruptive innovation will prove as ill-informed and ill-timed as the tech and telecom bubble in the late 1990s.
What Happened: Wood’s flagship innovation fund that owns Tesla Inc (NASDAQ: TSLA), Coinbase Global Inc (NASDAQ: COIN), and Teladoc Health Inc (NYSE: TDOC) has sunk to its lowest level since November.
Ark Innovation ETF (NYSE: ARKK) has plunged 73% since hitting a peak in February last year. 
“We believe the dreams associated with the tech and telecom bubble more than 20 years ago ...Full story available on Benzinga.com"
2022-05-24T14:30:00Z,This Is One of the Best Passive Income Buying Opportunities in Over 20 Years,An ETF double the size of Cathie Wood's ARK Innovation ETF just lost around $1.5 billion in a matter of two days.
2022-05-24T20:18:30Z,SPY: Stocks May See A Massive Move Following The Fed Minutes,"The SPY ETF continues to drop, with no sign of a bottom. Read more to see how release of the Fed minutes impacts what happens next with SPY."
