Date,Title,Description
2022-03-16T17:03:19Z,Where Johnson & Johnson Stands With Analysts,"Over the past 3 months, 4 analysts have published their opinion on Johnson & Johnson (NYSE:JNJ) stock. These analysts are typically employed by large Wall Street banks and tasked with understanding a company's business to predict how a stock will trade over the upcoming year.




Bullish
Somewhat Bullish
Indifferent
Somewhat Bearish
Bearish




Total Ratings
0
1
3
0
0


Last 30D
0
0
1
0
0


1M Ago
0
0
0
0
0


2M Ago
0
1
1
0
0


3M Ago
0
0
1
0
0



According to 4 analyst offering 12-month price targets in the last 3 months, Johnson & Johnson has an average price target of $176.0 with a high of $185.00 ...Full story available on Benzinga.com"
2022-03-16T20:06:10Z,Markets Rise After Fed Raises Interest Rates As Expected,"U.S. indices finished sharply higher Wednesday after the Federal Reserve announced a rate hike and provided US economic forecasts. The Fed raised its target fed funds rate by 0.25% on Wednesday to a new range of between 0.25% and 0.5%, its first interest rate hike since 2018.

The Nasdaq composite finished higher by 3.77% to 13,436; The Invesco QQQ Trust Series 1 (NASDAQ: QQQ) gained 3.71% to $340.32
The S&P 500 traded higher by 2.24% to 4,358; The SPDR S&P 500 ETF Trust (NASDAQ: SPY) gained 2.22% to $435.62
The Dow Jones composite finished higher by ...Full story available on Benzinga.com"
2022-03-17T13:57:00Z,"This Day In Market History: Walmart, Johnson & Johnson Join Dow Jones Industrial Average","Each day, Benzinga takes a look back at a notable market-related moment that occurred on this date.
What Happened? On this day in 1997, Walmart Inc (NYSE: WMT), Johnson & Johnson (NYSE: JNJ), Travelers Companies Inc (NYSE: TRV) and Hewlett Packard Enterprise Co (NYSE: HPE) joined the Dow Jones Industrial Average.
Where The Market Was: The S&P 500 traded at 795.71 and the Dow traded at 6,955.48.
What Else Was Going On In The World? In 1997, Princess Diana was killed in a car crash ..."
2022-03-17T14:30:00Z,Better Buy: Intuitive Surgical vs. Medtronic,Both are two exceptional growth stocks -- but which is the better choice for investors now?
2022-03-17T15:17:43Z,Teladoc's Long-Term Prospects Have Never Looked Better,"The digital healthcare provider's stock is falling hard this year, but that doesn't mean the business isn't thriving."
2022-03-18T13:20:00Z,What's in Store for J&J's (JNJ) Segments & Pipeline in 2022?,J&J's (JNJ) Pharma unit is performing above market levels. The Consumer unit is improving. The Medical Devices unit is being hurt by soft recovery trends in medical procedures.
2022-03-19T13:00:00Z,What Rising Interest Rates Really Mean For Your Stocks In 2022 And Beyond,The Fed started a new interest rate hike cycle. Will this policy cause a recession? Will it push growth stocks down in bear market territory? Read on to find out.
2022-03-19T13:15:00Z,The Near-Perfect Portfolio: Sleep Well During Turbulent Times,"For most people, it's very difficult to tolerate large & deep drawdowns. What's a near-perfect portfolio? How do you build one? Click here to find out."
2022-03-19T14:00:00Z,Could This Be Eli Lilly's Next Blockbuster Drug?,Eli Lilly recently revealed encouraging results for the drug candidate mirikizumab in treating patients with moderately to severely active ulcerative colitis.
2022-03-21T10:49:00Z,"The Zacks Analyst Blog Highlights J&J, Pfizer, BioNTech, and Moderna","J&J, Pfizer, BioNTech, and Moderna have been highlighted in this Analyst Blog."
2022-03-21T11:14:00Z,3 Vanguard ETFs That Could Help You Retire a Millionaire,A balanced approach that pursues both growth and dividend income can help you achieve your long-term financial goals.
2022-03-21T12:50:06Z,This 1 Medical Stock Could Beat Earnings: Why It Should Be on Your Radar,Investors looking for ways to find stocks that are set to beat quarterly earnings estimates should check out the Zacks Earnings ESP.
2022-03-21T21:45:17Z,Johnson & Johnson (JNJ) Gains As Market Dips: What You Should Know,"Johnson & Johnson (JNJ) closed at $175.83 in the latest trading session, marking a +0.57% move from the prior day."
2022-03-22T10:20:07Z,Should Vanguard Value ETF (VTV) Be on Your Investing Radar?,Style Box ETF report for VTV
2022-03-22T11:22:20Z,Alphabet And 3 Other Stocks Sold By Insiders,"Construction output in the Eurozone increased 4.1% year-over-year in January, following a revised 0.2% rise in December. Investors, meanwhile, focused on some notable insider trades
When insiders sell shares, it indicates their concern in the company’s prospects or that they view the stock as being overpriced. Either way, this signals an opportunity to go short on the stock. Insider sales should not be taken as the only indicator for making an investment or trading decision. At best, it can lend conviction to a selling decision.
Below is a look at a few recent notable insider sales. For more, check out  Benzinga's insider transactions  platform.
Alphabet 

The Trade:  Alphabet Inc. (NASDAQ: GOOG) Director Larry Page  sold a total of 7,780 shares  at an average price of $2,692.44. The insider received around $20.95 million from selling those shares.
What’s Happening: Alphabet’s self-driving subsidiary Waymo said on Monday it is ready to roll ..."
2022-03-22T13:05:00Z,"This group of stocks is flagging a rebound, and that's good news for the S&P 500, says technical analyst",Where is the market going after last week's rally? Our call of the day from MKM's chief strategist is looking at healthy signals from the healthcare sector.
2022-03-22T14:21:00Z,Pfizer (PFE) Recalls Hypertension Drug Due to Impurities,"Pfizer (PFE) is recalling six lots of Accuretic tablets, one lot of quinapril and hydrochlorothiazide tablets and four lots of quinapril HCl/ hydrochlorothiazide tablets."
2022-03-24T14:00:07Z,Here's Why Johnson & Johnson (JNJ) is a Strong Momentum Stock,"Whether you're a value, growth, or momentum investor, finding strong stocks becomes easier with the Zacks Style Scores, a top feature of the Zacks Premium research service."
2022-03-24T14:39:00Z,Ligand (LGND) Inks Merger Deal With SPAC for OmniAb Spin-Off,"Ligand (LGND) is on track to spin-off its OmniAb business in the second half of 2022. It signs a merger agreement with a special purpose acquisition company (SPAC), Avista Public Acquisition Corp. for the same."
2022-03-24T17:41:00Z,Pfizer's (PFE) Etrasimod Meets Ulcerative Colitis Study Goals,Pfizer's (PFE) late-stage candidate etrasimod achieves statistical significance in its primary endpoint of clinical remission in an ulcerative colitis study.
2022-03-25T09:51:00Z,3 of the Safest Dividend Stocks Retirees Can Buy Right Now,"Retirees can sleep easy owning these income stocks, which range in yield between 2.4% and 7.6%."
2022-03-25T13:47:00Z,Halozyme (HALO) Inks Collaboration Deal With Chugai Pharma,"Halozyme (HALO) and Japan-based Chugai Pharma sign a collaboration agreement, which gives the latter an exclusive right to Halozyme's ENHANZE technology to develop a therapy for an undisclosed target."
2022-03-25T14:00:00Z,3 Top Healthcare Stocks to Buy for the Long Haul,A couple of these stocks have been down big this year and could be overdue for a rally.
2022-03-25T17:43:00Z,Airport-based study found first U.S. case of BA.2 subvariant of omicron in December,"An airport-based COVID-19 surveillance program detected the first known U.S. case of the highly transmissible omicron BA.2 subvariant in December, according to a new study that was funded by the Centers for Disease Control and Prevention."
2022-03-26T11:00:00Z,Is Johnson & Johnson Setting a Dangerous Precedent for the Healthcare Industry?,The company will likely save billions of dollars due to a controversial Texas bankruptcy law.
2022-03-26T13:30:00Z,Options Income Series: Earn High Income Safely And Consistently - March 2022,Selling cash-covered puts and covered calls is a safer choice and earns a high income. How do you formulate an options income strategy? Click here to find out.
2022-03-26T15:15:00Z,Is Vaxart the Next Moderna?,The similarities are striking.
2022-03-27T12:00:00Z,Which Company Has the Biggest COVID Program? The Answer Isn't Moderna.,Another player has stuffed its pipeline with many coronavirus candidates.
2022-03-28T10:00:00Z,Are These 2 Rivals Beating Pfizer and Moderna?,They're winning when it comes to orders.
2022-03-28T10:20:06Z,Is Vanguard Dividend Appreciation ETF (VIG) a Strong ETF Right Now?,Smart Beta ETF report for VIG
2022-03-28T21:45:20Z,Johnson & Johnson (JNJ) Gains But Lags Market: What You Should Know,"Johnson & Johnson (JNJ) closed the most recent trading day at $177.83, moving +0.51% from the previous trading session."
2022-03-30T10:20:07Z,Is SPDR MSCI USA StrategicFactors ETF (QUS) a Strong ETF Right Now?,Smart Beta ETF report for QUS
2022-03-30T14:15:00Z,5 Charts That Show Why Bristol-Myers Squibb Is a No-Brainer Buy,The company gives investors plenty of reasons to buy and hold the stock for years.
2022-03-30T14:53:00Z,3 Charts You Have to See Before Buying Moderna,Could the gravy train be coming to an end?
2022-03-30T16:28:00Z,"J&J (JNJ) Gets FDA Nod for HIV Jab, Cabenuva, in Adolescents",The FDA approves Johnson & Johnson's (JNJ) Cabenuva for treating HIV-1 in virologically suppressed adolescents aged 12 years and above.
2022-03-30T20:00:00Z,"Top Research Reports for UnitedHealth, Johnson & Johnson, & Alibaba","Today's Research Daily features new research reports on 16 major stocks, including UnitedHealth Group Incorporated (UNH), Johnson & Johnson (JNJ), and Alibaba Group Holding Limited (BABA)."
2022-03-31T11:12:00Z,"The Zacks Analyst Blog Highlights UnitedHealth Group, Johnson & Johnson, Alibaba Group Holding, Oracle and Nike","UnitedHealth Group, Johnson & Johnson, Alibaba Group Holding, Oracle and Nike have been included in this Analyst Blog."
2022-03-31T14:30:00Z,My Top Dividend Stock to Buy Now and Hold Forever,This company has a rich history of dividend growth.
2022-03-31T14:39:26Z,Why These 3 Dividend Aristocrats Are Good Buys During a Bear Market,Let dividends reward you even when stock prices are dropping.
2022-04-02T12:00:00Z,Here's Why Abbott's a Great Buy Even if COVID Testing Revenue Falls,This company's other businesses are booming.
2022-04-03T10:00:00Z,2 Drugmakers Set for Explosive Revenue This Decade,They are selling much-needed products.
2022-04-03T10:10:00Z,This Investment Has Been Bringing Home the Bacon for 11 Years -- and Counting,"With positive annual returns every year since its inception, this is an all-weather ETF."
2022-04-03T14:19:55Z,"10 Investor Questions About COVID-19, Answered","The COVID-19 outbreak has finally subsided in the U.S., but biotech investors still have plenty of lingering questions about the virus and what to expect in the months and years ahead.
On Thursday, Bank of America analyst Geoff Meacham answered 10 of the most common COVID-19 questions he's heard as of late.
1. Is a BA.2 variant spike in the US inevitable, and what would it look like?
Meacham said U.S. outbreaks of COVID variants have typically occurred a week or two after European outbreaks, but the U.S. currently has a favorable level of immunity and may not get hit as hard by BA.2.
Related Link: If You Invested $1,000 In Carnival At Its Pandemic Low, Here's How Much You'd Have Now 
2. What do future new case curves look like?
As of now, he predicts there will be periodic sweeping waves of new variants that spread globally with a steadily decreasing proportion of severe outcomes.
3. Who needs a 4th dose?
Moderna Inc (NASDAQ: MRNA) and Pfizer Inc. (NYSE: PFE) each have fourth doses approved by the FDA for people over the age of 50, ...Full story available on Benzinga.com"
2022-04-04T16:10:10Z,Why the Earnings Surprise Streak Could Continue for Johnson & Johnson (JNJ),Johnson & Johnson (JNJ) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.
2022-04-04T21:45:22Z,Johnson & Johnson (JNJ) Stock Sinks As Market Gains: What You Should Know,"Johnson & Johnson (JNJ) closed the most recent trading day at $176.47, moving -0.97% from the previous trading session."
2022-04-06T11:01:00Z,2 Biotechs With Recent FDA Approvals to Hold for the Next Decade,"With trials aimed at increasing addressable markets in the coming years, Legend and Immunocore could reward investors."
2022-04-06T12:24:00Z,Halozyme's (HALO) ENHANZE Drives Sales Amid Rising Competition,"Halozyme (HALO) is attracting partnerships from several large pharma companies as well as biotechs, courtesy of its ENHANZE technology. Royalties and product supply to partners are likely to drive revenues."
2022-04-07T05:30:57Z,My Dividend Stock Portfolio: March 2022 Update - 101 Holdings And 29 Buys,The war in Ukraine continues to dominate market movements. Read why I am not selling and predominantly focusing on adding dividend income via select purchases.
2022-04-07T09:51:00Z,3 of the Fastest-Growing Stocks on the Planet Through 2026,"These stocks are expected to grow their sales by 26,519% to 100,236% over the next five years."
2022-04-08T09:21:00Z,3 of the Safest Dividend Stocks That Can Help You Crush Inflation,"These income stocks, with yields ranging from 2.3% to 7.1%, can put historically high inflation in its place."
2022-04-08T10:50:00Z,Is This Under-the-Radar Growth Stock a Buy?,This genetic diagnostics company could be a good pick for growth investors.
2022-04-08T11:45:00Z,These 3 Dividend ETFs Are a Retiree's Best Friend,"If your goal is to continue to making money during retirement without doing a thing, this is a good place to start."
2022-04-08T15:07:00Z,3 Things About Pfizer That Smart Investors Know,The next few years might get a little bumpy.
2022-04-08T20:57:14Z,This Is How To Make $1000/mo In Passive Income With These Top 9 Dividend Stocks To Hold Forever,"Do you want to make $1000 a month in passive income? I don't blame you; I mean, who wouldn't want to earn that. This article will cover investing in dividend stocks to get you to $1000 a month in passive income. What would you do with the money? Would you go on a vacation, say the Caribbean or on a cruise, or use it for a downpayment on a new home or a fancy new sports car? 
Whatever you can dream about, it's definitely possible - you just need a plan to get there. And that's why I put this article together. 
It's split into two parts. 
The first part is a portfolio of quality dividend stocks that investors like you and I can buy and get $1000 a month in passive income. And the second part is the plan to get there. 

What is a dividend stock?
A dividend stock is a stock that pays cash, usually quarterly - or three times a year. If you look up a company that says it has a 3% dividend yield, then it means they pay 3% a year, based on the current stock price. So, if you take a company whose stock price is $100, and they pay $3 a share every year, then it means they pay a 3% dividend - based on today's share price - per year.
How much do you need to make $1000 a month in dividends?
I'm going to break it to you quickly. To make $1000 a month in dividends or passive income, you will need about $250,000 invested. And that might sound like a LOT, but I'm going to show you how you can do it too. It's easy; just about anyone can do it. And, even if you don't have a lot of money to invest.   
You might be wondering, ""what do I know about dividends and making a passive income."" Well, I've been living off my stocks since 2014. I trade tech stocks, dividend stocks and also sell covered calls and cash secured puts. And doing so has allowed me to move to Italy, travel the world, and live the best life I possibly could.  
When it comes to dividend investing to generate passive income, you have to ask yourself, which dividend stocks do I choose? You want to pick stocks with a safe dividend because if it gets cut, then what? Right? 
9 Dividend Stocks To Generate $1000/mo In Passive Income
The following stocks are dividend stocks; moreover, they are dividend kings. I picked these for a few reasons, mainly because they are gigantic companies that have paid dividends for more than 50 years. In fact, many have paid dividends for more than 60 consecutive years. The companies all make billions of dollars, and there's little doubt that they will be around for many years to come. And when it comes to picking stocks, it's always best to choose quality stocks with the characteristics.
Coca Cola (NYSE: KO)
First on the list is Coca-Cola, the largest non-alcoholic beverage company globally. The company is loved by millions of people around the world. Even Warren Buffett's position in Coca-Cola is up over 1800%. But as people drink less soda in markets like the U.S., it's a problem. So, Coca-Cola is investing in other areas like ..."
2022-04-09T14:30:00Z,This Trio Proves You Can Still Find High-Yield Stocks,These stocks offer attractive income streams these days.
2022-04-11T20:27:08Z,Why This Trader Says Johnson & Johnson Stock Could Hit $300 In 2022,"From consumer health to medtech to pharmaceuticals, the latest stock I'm analyzing is a brand name you will be no stranger to, particularly due to its COVID-19 efforts. 
This company's heritage spans over 130 years, boasting trailblazing scientists and innovation that has been at the forefront of safeguarding global public health. 
Johnson & Johnson (NYSE: JNJ) has stock performance to match: a chart that has weathered declines and continues to go from strength to strength, with a move of over 140% since 2013. 
In terms of a stock that meets my criteria for entry, this ticks all the boxes.

It has a solid history of performance, as seen on the monthly timeframe below. 
The price is ..."
2022-04-11T21:45:21Z,Johnson & Johnson (JNJ) Stock Moves -1.25%: What You Should Know,"In the latest trading session, Johnson & Johnson (JNJ) closed at $179.84, marking a -1.25% move from the previous day."
2022-04-12T10:20:06Z,Is Oshares U.S. Quality Dividend ETF (OUSA) a Strong ETF Right Now?,Smart Beta ETF report for OUSA
2022-04-12T11:04:00Z,These 3 Stocks Have Doubled Over 2 Years. Can They Do It Again?,Being part of high-growth sectors increases the chances for these stocks to double again.
2022-04-12T15:15:00Z,Can Q1 Earnings Bring Strength in Dow ETF?,"With some of the blue-chip companies expected to report an earnings surprise, investors should closely monitor the movement of the Dow ETF and grab an opportunity that arises from a surge in any of the 30 stocks."
2022-04-12T15:57:00Z,Curis (CRIS) Down on FDA Partial Clinical Hold on Lymphoma Study,The FDA places a partial clinical hold on Curis' (CRIS) phase I/II TakeAim lymphoma study investigating emavusertib in patients with B-cell malignancies. Shares fall.
2022-04-13T11:50:00Z,2 Top Warren Buffett Stocks to Buy Right Now,These two dividend growth stocks can be found in the Oracle of Omaha's portfolio.
2022-04-13T12:44:00Z,Why Johnson & Johnson (JNJ) Might Surprise This Earnings Season,Johnson & Johnson (JNJ) is seeing favorable earnings estimate revision activity and has a positive Zacks Earnings ESP heading into earnings season.
2022-04-13T22:24:00Z,Healthcare ETFs Outperform Amid Rising Uncertainties,Investors are seeking refuge in healthcare stocks as inflation and rates rise
2022-04-14T11:00:00Z,2 Unstoppable Green Flags for AbbVie,There's a silver lining around an approaching dark cloud.
2022-04-14T13:13:05Z,What 6 Analyst Ratings Have To Say About Johnson & Johnson,"Analysts have provided the following ratings for Johnson & Johnson (NYSE:JNJ) within the last quarter: 




Bullish
Somewhat Bullish
Indifferent
Somewhat Bearish
Bearish




Total Ratings
0
2
4
0
0


Last 30D
0
1
0
0
0


1M Ago
0
0
3
0
0


2M Ago
0
0
0
0
0


3M Ago
0
1
1
0
0



These 6 analysts have an average price target of $182.0 versus the current price of Johnson & Johnson at $180.72, implying  upside.
Below is a summary of how these 6 analysts rated Johnson & Johnson over the past 3 months. The greater the number of bullish ratings, the more positive analysts ...Full story available on Benzinga.com"
2022-04-14T14:01:00Z,"Genmab (GMAB), AbbVie's Epcoritamab Successful in LBCL Study",Genmab (GMAB) and AbbVie are co-developing epcoritamab as a potential treatment for hematologic malignancies including NHL and LBCL. A phase I/II study evaluating it in LBCL achieves a response rate of 63%.
2022-04-14T19:27:56Z,Raymond James Thinks Med Tech Investors are Somewhat 'Paralyzed' Ahead Of Q1 Earnings,"Raymond James has outlined its expectations for next week when Johnson & Johnson (NYSE: JNJ), Abbott Laboratories (NYSE: ABT), and Intuitive Surgical Inc (NASDAQ: ISRG) will report Q1 FY22 earnings.
Analysts believe that the Med Tech investors have become somewhat 'paralyzed' given the macro/factor-driven concerns. 
On the macro, investor attention seems to be focused less on revenue growth and more on supply chain/margin uncertainty, which the Russia-Ukraine conflict has amplified. 
""1Q FY22 earnings will give us more clarity on the supply dynamic, but our belief is that the supply chain issues will ...Full story available on Benzinga.com"
2022-04-15T09:21:00Z,5 Genius Bear Market Investing Strategies,"Although bear markets can be scary, they're the perfect time to put your money to work."
2022-04-15T15:45:00Z,3 Top Dividend Kings to Buy for the Long Haul,These three companies bring more to the table than an ever-increasing dividend.
2022-04-16T13:30:00Z,How This Income Method Could Make You Financially Independent,We discuss how a diversified income portfolio with an in-built hedging mechanism with low volatility could make you financially independent. We provide five income strategies.
2022-04-16T14:15:00Z,2 Top Stocks to Buy in April and Hold Forever,It is arguably more important than ever to implement the buy-and-hold approach to investing.
2022-04-16T14:55:16Z,"Stocks To Watch: Twitter Twists + Earnings For Netflix, J&J And Tesla","Get ahead of the market by subscribing to Seeking Alpha's Stocks to Watch, a preview of key events scheduled for the coming week"
2022-04-17T11:00:00Z,Want to Retire With $1 Million? Here's How Much You Should Invest Today,This estimate assumes you have at least 20 investing years to go before you retire.
2022-04-18T11:05:00Z,Is Novavax Stock a Buy Now?,The stock has been hitting new 52-week lows.
2022-04-18T11:30:28Z,Wall Street Breakfast: Recession Risks,"Listen on the go! A daily podcast of Wall Street Breakfast will be available by 8:00 a.m. on Seeking Alpha, iTunes, Stitcher and Spotify."
2022-04-18T13:06:00Z,J&J (JNJ) to Set the Tone for Pharma Sector's Q1 Earnings,J&J's (JNJ) Pharma segment is expected to have performed above the market. It remains to be seen if sales improved in the Medical Devices segment in the first quarter.
2022-04-18T17:00:00Z,The Safest Healthcare Stocks in the World,"Stryker, Johnson & Johnson, and Intuitive Surgical can be counted on to be steady performers in your portfolio."
2022-04-18T18:34:26Z,Apple and JNJ are two defensive names. Which is better currently?,"Apple Inc (NASDAQ:AAPL) has been regarded as the most defensive stock in times of high volatility. Whereas the stock looked strong in the wake of global supply chain challenges, cracks are emerging from Covid-19 curbs in China. The company has been facing shipment delays amid declining demand for iPhones. The weaknesses have not gone unnoticed, […]
The post Apple and JNJ are two defensive names. Which is better currently? appeared first on Invezz."
2022-04-18T19:54:00Z,5 Perfect Earnings Charts,"It's not easy to beat every quarter for 5 years, especially during a pandemic. These 5 companies are earnings all-stars."
2022-04-19T08:02:33Z,"5 Stocks To Watch For April 19, 2022","Some of the stocks that may grab investor focus today are:

Wall Street expects  Johnson & Johnson (NYSE: JNJ) to report quarterly earnings at $2.61 per share on revenue of $23.67 billion before the opening bell. Johnson & Johnson shares fell 0.1% to $177.58 in after-hours trading.
J.B. Hunt Transport Services, Inc.  (NASDAQ: JBHT) reported better-than-expected results for its first quarter on Monday. J.B. Hunt shares gained 1.1% to $173.25 in the ..."
2022-04-19T09:13:13Z,A Peek Into The Markets: US Stock Futures Mixed Ahead Of Earnings,"Pre-open movers
U.S. stock futures traded mixed in early pre-market trade after the Dow Jones dropped around 40 points in the previous session. Investors are awaiting earnings results from  Johnson & Johnson (NYSE: JNJ),  Netflix, Inc. (NASDAQ: NFLX),  Lockheed Martin Corporation (NYSE: LMT) and  International Business Machines Corporation (NYSE: IBM).
Data on housing starts and permits for March will be released at 8:30 a.m. ET. Federal Reserve Bank of Chicago President Charles Evans is set to speak at 12:05 p.m. ET, while Federal Reserve Bank of Minneapolis President Neel Kashkari will speak at 8:00 p.m. ET.
Check out this: 4 Stocks Under $5 Insiders Are Aggressively Buying 
Futures for the Dow Jones Industrial Average gained 24 points to 34,337.00 while the Standard & Poor’s 500 index futures fell 1.25 points to 4,385.50. Futures for the Nasdaq index fell 31 points to 13,876.75.
Check out our ..."
2022-04-19T11:45:05Z,Johnson & Johnson (JNJ) Tops Q1 Earnings Estimates,"Johnson & Johnson (JNJ) delivered earnings and revenue surprises of 2.69% and 1.37%, respectively, for the quarter ended March 2022. Do the numbers hold clues to what lies ahead for the stock?"
2022-04-19T12:07:00Z,Interested in Investing in Psychedelics? Check Out This Podcast.,And other market news.
2022-04-19T13:15:00Z,Amgen's (AMGN) Stelara Biosimilar Meets Psoriasis Study Goal,Initial data from a late-stage study comparing Amgen's (AMGN) Stelara biosimilar candidate with the original Stelara drug showed no clinically meaningful differences in treating plaque psoriasis.
2022-04-19T13:23:00Z,"J&J (JNJ) Beats on Q1 Earnings, Suspends COVID Jab Sales View",J&J (JNJ) reports mixed first-quarter results. It beats estimates for earnings but misses the same for sales. It cuts full-year outlook.
2022-04-19T13:34:51Z,JNJ Q1 results: there’s positive narratives in all three of our segments,"Shares of Johnson & Johnson (NYSE: JNJ) are down 1.0% in premarket trading on Tuesday after the U.S. company reported weaker-than-expected Q1 revenue and lowered its guidance for the future. J&J Q1 financial highlights Net income printed at $5.15 billion that translates to $1.93 per share. In Q1 last year, it had reported $6.20 billion […]
The post JNJ Q1 results: there’s positive narratives in all three of our segments appeared first on Invezz."
2022-04-19T14:00:00Z,Here are 30 stocks that Goldman Sachs likes when the economy stutters and markets gyrate,"What should investors do as the global economy swirls? Goldman Sachs says go for stable stocks, like Johnson & Johnson, Domino's Pizza and Alphabet."
2022-04-19T14:36:00Z,"Housing Data Up for March; JNJ, LMT Mixed in Q1","Market indexes are down to start the day, after rallying to near-flat during Monday's regular session."
2022-04-19T16:22:00Z,Musk v. Twitter Drama Continues to Play Out; JBHT Beats in Q1,"Even though Q1 earnings season is upon us, Wall Street remains somewhat captivated by the ""Elon Musk Buying Twitter"" story."
2022-04-19T18:30:30Z,Johnson & Johnson (JNJ) Q1 2022 Earnings Call Transcript,"JNJ earnings call for the period ending March 31, 2022."
2022-04-19T20:36:00Z,"Dow jumps nearly 500 points, U.S. stocks end sharply higher as earnings season heats up","Major U.S. stock benchmarks close sharply higher Tuesday, with gains led by the technology-heavy Nasdaq Composite, as investors weighed whether a raft of corporate earnings results will help markets break out of a recent rut."
2022-04-19T23:19:52Z,Why Johnson & Johnson Stock Rose Today,Shareholders have larger dividends headed their way.
2022-04-20T10:20:05Z,Should SPDR Portfolio S&P 500 Value ETF (SPYV) Be on Your Investing Radar?,Style Box ETF report for SPYV
2022-04-20T10:40:00Z,AbbVie Snags Another Regulatory Approval for This Blockbuster Drug,The company's immunology drug Rinvoq was given the go-ahead to treat adult patients with moderate-to-severe ulcerative colitis.
2022-04-20T10:53:00Z,Experts dismayed by response to face-mask mandate ruling as airlines immediately drop requirement — in some cases midflight,"Experts were dismayed Tuesday at the response to a federal judge ruling that struck down the U.S. face mask mandate covering airlines and other public transportation, leading some airlines to immediately drop their requirements -- in some cases mid-flight -- and sow confusion among travelers."
2022-04-20T12:23:00Z,Glaxo's (GSK) NDA for Daprodustat Gets Accepted by the FDA,Glaxo's (GSK) NDA for daprodustat is based on data from the ASCEND phase III program comprising five studies. All the studies meet their primary efficacy and safety endpoints.
2022-04-20T12:37:00Z,"Company News for Apr 20, 2022","Companies In The News Are: JNJ, CFG, CBSH, IRDM"
2022-04-20T14:15:00Z,Missed Intuitive Surgical? Buy This Stock Instead,"Much as Intuitive Surgical redefined the surgical field, this company is updating how abnormal heart rhythms are diagnosed."
2022-04-21T13:21:00Z,Subscriber Loss Sell-off: Is It Time to Dump Netflix Stock?,"After a disastrous quarter, investors need to reconsider Netflix's investment thesis."
2022-04-21T17:05:00Z,"Top Research Reports for Johnson & Johnson, Roche & Raytheon","Today's Research Daily features new research reports on 16 major stocks, including Johnson & Johnson (JNJ), Roche Holding AG (RHHBY), and Raytheon Technologies Corporation (RTX)."
2022-04-21T17:26:27Z,Meta Upgraded To Strong Buy This Week On Valuation,Meta Platforms is trading at its lowest fundamental valuation ever in March/April 2022. Read more to see why FB stock is a strong buy.
2022-04-21T17:32:01Z,"EXCLUSIVE: How Avicanna Is Advancing Plant-Derived, Cannabinoid-Based Products","Regulation is among the factors inhibiting the flow of capital to cannabis innovation.
Institutions are afraid to invest, and “big pharma is not coming in as we would like to see happen.”
That is according to Aras Azadian, who joined the Benzinga Cannabis Capital Conference in Miami Beach on Thursday to talk about driving biopharmaceutical advancements of plant-derived, cannabinoid-based products.
Azadian is the CEO at Avicanna Inc (OTCQX: AVCNF), a global and vertically integrated pioneer in the development and commercialization of cannabinoids exclusively for the medical, health, and wellness market.
Here’s more on what Azadian had to say about Avicanna's biopharmaceutical advancements in the cannabis space.
Context: Founded in 2016 and headquartered in Canada, Avicanna is a biotechnology company focused on providing the global marketplace with advanced natural cannabinoid solutions through an evidence-based approach.
The firm researches cannabinoid compounds at the Johnson & Johnson (NYSE: JNJ) JLABS Innovation Centre, in collaboration with the Leslie Dan Faculty of Pharmacy, at the University of Toronto.
Avicanna ..."
2022-04-22T11:35:24Z,The Last Bull Run: 2 Strong Dividend Buys And 2 To Avoid,"We buy stocks with mix of yield, dividend growth potential ensuring we can retire off dividends. Check out these 2 dividend stocks to buy and 2 to avoid."
2022-04-22T11:39:00Z,"The Zacks Analyst Blog Highlights Johnson & Johnson, Eli Lilly, Vertex Pharmaceuticals and Deciphera Pharmaceuticals","Johnson & Johnson, Eli Lilly, Vertex Pharmaceuticals and Deciphera Pharmaceuticals have been included in this Analyst Blog."
2022-04-22T11:46:00Z,"The Zacks Analyst Blog Highlights Johnson & Johnson, Roche Holding, Raytheon Technologies, Intuit and Target","Johnson & Johnson, Roche Holding, Raytheon Technologies, Intuit and Target have been included in this Analyst Blog."
2022-04-22T14:22:00Z,Halzoyme (HALO) Up 8.3% YTD: Will It Continue to Trend Higher?,Halozyme's (HALO) revenues are driven by strong demand for new partnered drugs. Restructuring initiatives are boosting margins. Robust revenue growth is expected to continue in 2022.
2022-04-22T18:43:23Z,Making Sense of Financial Advice on TikTok,Plus a look at what to like about Johnson & Johnson.
2022-04-23T10:40:00Z,A Shocking Guidance Cut From This Healthcare Bellwether Should Worry Investors,Other industries aren't immune from HCA's biggest problem.
2022-04-23T12:56:00Z,This Unstoppable Dividend Aristocrat Is 2022's Best-Performing Dow Stock (and It's Not Even Close),Chevron stock is a buy despite being up big for the year.
2022-04-23T13:00:02Z,The Dividend Kings Ranked By Quality Score,Dividend Kings have a remarkable track record of 50 or more years of increasing dividend payouts. Click here to learn more.
2022-04-23T14:53:00Z,"Down More Than 23%, This Year's 2 Worst-Performing Dow Stocks Look Like Monster Buys Right Now",Investors have a rare opportunity to buy Nike and Home Depot on sale.
2022-04-24T04:05:17Z,"Dividend Champion, Contender, And Challenger Highlights: Week Of April 24","A weekly summary of dividend activity for Dividend Champions, Contenders, and Challengers. Click here to read this week's edition."
2022-04-24T13:02:00Z,3 Dirt Cheap Dividend Stocks You Can Buy and Hold Forever,Boost your passive income stream with these industry-leading companies.
